language,city,date,mobile
slovakian,vienna,34,1
french,rome,28,0
maltese,vienna,43,1
portuguese,rome,19,1
spanish,amsterdam,6,1
luxembourgish,vilnius,3,0
dutch,vienna,14,1
latvian,valletta,26,0
swedish,vilnius,17,1
latvian,amsterdam,36,1
german,rome,37,0
slovene,rome,30,0
spanish,vilnius,6,1
cypriot,sofia,18,1
greek,amsterdam,22,0
spanish,sofia,22,0
bulgarian,vilnius,8,0
polish,paris,20,1
dutch,vienna,4,0
romanian,rome,3,1
greek,vienna,41,0
italian,amsterdam,40,0
lithuanian,madrid,13,0
greek,paris,30,0
french,vilnius,6,0
maltese,rome,13,1
hungarian,madrid,38,0
italian,paris,22,1
portuguese,rome,18,1
portuguese,paris,41,0
french,vilnius,11,1
greek,vienna,3,0
irish,sofia,22,0
croatian,copenhagen,32,1
austrian,copenhagen,23,1
irish,vilnius,41,1
czech,copenhagen,10,0
danish,valletta,35,0
cypriot,vilnius,34,0
italian,madrid,14,0
irish,rome,25,1
luxembourgish,valletta,7,1
spanish,sofia,2,1
spanish,valletta,36,1
cypriot,madrid,40,0
estonian,vilnius,5,0
swedish,valletta,7,1
polish,paris,34,1
austrian,valletta,44,0
maltese,sofia,14,1
dutch,valletta,0,1
italian,madrid,19,1
romanian,sofia,8,1
luxembourgish,paris,13,1
irish,valletta,9,0
maltese,vienna,30,0
lithuanian,amsterdam,8,0
czech,madrid,36,0
bulgarian,amsterdam,34,1
portuguese,sofia,18,0
cypriot,vilnius,32,0
cypriot,copenhagen,11,1
estonian,sofia,27,1
dutch,valletta,31,1
polish,vienna,41,1
lithuanian,amsterdam,31,0
french,vienna,22,1
slovakian,madrid,39,0
slovakian,sofia,42,1
german,rome,26,0
romanian,amsterdam,18,0
danish,valletta,34,1
latvian,rome,29,0
german,valletta,1,1
dutch,copenhagen,10,1
german,valletta,25,0
romanian,vilnius,0,0
romanian,rome,40,1
irish,valletta,4,1
romanian,vienna,9,1
dutch,vienna,20,1
greek,vienna,4,1
danish,vienna,23,0
swedish,paris,0,1
swedish,vilnius,13,0
bulgarian,sofia,23,1
slovakian,madrid,8,0
polish,amsterdam,18,1
greek,valletta,12,1
danish,amsterdam,7,1
cypriot,amsterdam,20,0
slovene,paris,0,1
maltese,rome,38,1
dutch,vienna,10,1
maltese,paris,25,0
luxembourgish,valletta,34,0
slovene,vienna,34,0
bulgarian,sofia,29,0
greek,sofia,42,0
spanish,madrid,29,1
czech,amsterdam,1,1
estonian,paris,21,1
swedish,vienna,1,1
lithuanian,copenhagen,8,0
slovene,copenhagen,26,0
danish,sofia,17,1
german,valletta,11,1
latvian,copenhagen,29,1
estonian,sofia,34,1
german,copenhagen,19,1
cypriot,rome,37,0
latvian,rome,44,1
greek,valletta,39,1
italian,copenhagen,31,0
german,vilnius,14,0
lithuanian,copenhagen,25,0
danish,paris,2,0
german,amsterdam,25,0
slovene,paris,42,0
italian,amsterdam,29,0
czech,copenhagen,34,0
irish,valletta,22,0
czech,sofia,14,1
swedish,rome,20,0
maltese,sofia,41,1
luxembourgish,vilnius,20,1
romanian,copenhagen,23,0
dutch,sofia,31,1
danish,paris,43,0
estonian,vilnius,42,1
spanish,sofia,24,0
german,sofia,33,1
hungarian,madrid,5,0
croatian,sofia,3,1
latvian,copenhagen,18,0
spanish,amsterdam,43,0
portuguese,valletta,15,0
irish,amsterdam,31,1
slovene,rome,41,0
dutch,rome,39,0
austrian,paris,18,0
slovene,copenhagen,29,0
french,madrid,3,0
bulgarian,copenhagen,29,1
austrian,rome,29,0
maltese,paris,12,1
slovakian,vienna,25,1
croatian,vilnius,27,1
spanish,vienna,31,0
greek,copenhagen,23,1
slovene,valletta,25,1
polish,copenhagen,23,1
italian,vienna,17,1
hungarian,sofia,39,0
greek,madrid,32,0
cypriot,rome,26,1
luxembourgish,vienna,28,0
french,copenhagen,27,1
danish,sofia,5,0
lithuanian,sofia,37,1
dutch,vienna,44,1
german,madrid,28,0
irish,amsterdam,6,1
hungarian,rome,42,1
estonian,vilnius,7,0
czech,vilnius,12,0
latvian,vienna,31,1
polish,copenhagen,9,1
swedish,rome,37,1
italian,valletta,13,1
hungarian,amsterdam,39,0
spanish,madrid,30,0
hungarian,vienna,36,1
croatian,sofia,18,0
slovene,copenhagen,13,1
latvian,paris,5,1
czech,valletta,32,0
slovakian,rome,34,1
finnish,paris,9,0
lithuanian,amsterdam,7,1
irish,vilnius,40,0
italian,vienna,43,1
dutch,rome,29,1
greek,madrid,40,1
slovakian,amsterdam,6,1
slovakian,rome,21,1
hungarian,amsterdam,16,0
maltese,rome,1,0
spanish,vilnius,28,1
hungarian,paris,31,1
slovakian,paris,27,1
croatian,sofia,14,0
german,amsterdam,38,0
croatian,valletta,25,0
croatian,copenhagen,14,0
romanian,vienna,5,1
portuguese,copenhagen,44,1
maltese,valletta,4,1
polish,paris,35,1
romanian,copenhagen,35,1
croatian,rome,14,1
slovene,vienna,33,0
danish,valletta,9,1
slovene,vilnius,35,0
slovene,paris,36,1
portuguese,madrid,44,1
french,rome,39,0
german,valletta,33,0
croatian,copenhagen,8,0
irish,paris,35,0
romanian,valletta,29,0
slovakian,rome,35,1
romanian,madrid,38,0
slovene,vienna,23,1
czech,copenhagen,42,1
greek,madrid,9,1
bulgarian,madrid,28,1
irish,sofia,11,0
irish,vilnius,1,0
maltese,madrid,20,0
croatian,vilnius,29,1
greek,amsterdam,43,0
greek,valletta,37,1
maltese,paris,4,0
lithuanian,vilnius,2,1
czech,valletta,16,0
german,copenhagen,8,1
french,amsterdam,37,1
italian,sofia,33,0
cypriot,sofia,26,1
bulgarian,copenhagen,16,0
greek,vilnius,38,0
portuguese,amsterdam,22,0
luxembourgish,valletta,23,1
danish,copenhagen,29,1
slovakian,paris,30,0
latvian,sofia,2,1
french,amsterdam,24,0
french,vienna,19,1
bulgarian,paris,2,0
italian,sofia,36,1
slovene,sofia,16,1
finnish,vienna,22,0
maltese,madrid,10,0
danish,paris,16,0
slovene,rome,32,0
polish,paris,37,0
slovene,paris,1,0
spanish,madrid,26,0
austrian,valletta,43,0
bulgarian,rome,13,0
luxembourgish,vilnius,41,0
greek,sofia,11,0
polish,valletta,44,0
lithuanian,amsterdam,2,0
polish,madrid,2,1
spanish,madrid,6,0
italian,rome,39,1
slovakian,vilnius,23,0
italian,sofia,43,1
portuguese,sofia,5,1
greek,copenhagen,25,0
maltese,copenhagen,25,1
cypriot,paris,38,0
dutch,amsterdam,3,1
estonian,amsterdam,6,0
maltese,vilnius,30,0
finnish,sofia,10,1
romanian,vienna,36,0
croatian,vienna,34,0
german,vilnius,31,1
hungarian,amsterdam,31,1
spanish,amsterdam,35,0
irish,rome,40,0
dutch,madrid,43,1
swedish,copenhagen,31,0
spanish,vilnius,24,0
estonian,paris,25,1
lithuanian,amsterdam,39,0
austrian,valletta,4,0
hungarian,amsterdam,17,0
lithuanian,valletta,17,1
maltese,sofia,4,1
finnish,valletta,32,1
romanian,amsterdam,26,0
irish,vilnius,2,1
lithuanian,madrid,35,1
italian,valletta,22,1
cypriot,paris,41,0
portuguese,amsterdam,10,0
polish,madrid,4,1
czech,valletta,42,0
finnish,sofia,42,0
irish,amsterdam,19,1
hungarian,vienna,10,1
bulgarian,amsterdam,23,0
estonian,copenhagen,43,0
hungarian,madrid,19,1
luxembourgish,rome,2,0
spanish,sofia,32,0
greek,sofia,1,1
finnish,amsterdam,40,1
german,amsterdam,33,0
maltese,madrid,0,1
cypriot,vienna,12,0
lithuanian,vilnius,19,1
irish,valletta,41,1
slovakian,vienna,11,0
danish,madrid,6,0
italian,rome,31,0
croatian,vilnius,40,0
czech,amsterdam,22,0
estonian,rome,39,0
spanish,madrid,15,1
slovene,madrid,41,1
romanian,rome,28,0
greek,paris,15,0
french,vilnius,12,1
croatian,paris,28,1
romanian,paris,44,0
hungarian,amsterdam,11,0
spanish,vienna,1,1
greek,madrid,16,0
maltese,copenhagen,33,0
estonian,paris,24,0
austrian,vienna,44,0
irish,valletta,24,1
estonian,vienna,19,1
italian,madrid,0,0
danish,madrid,0,1
croatian,amsterdam,33,1
estonian,rome,15,1
dutch,rome,39,1
cypriot,rome,12,1
german,vienna,0,0
estonian,paris,38,1
hungarian,copenhagen,19,1
italian,copenhagen,17,1
austrian,amsterdam,12,1
greek,copenhagen,17,1
french,madrid,38,0
maltese,vienna,33,0
cypriot,sofia,15,1
bulgarian,madrid,4,1
french,copenhagen,6,1
italian,valletta,41,1
danish,madrid,13,1
bulgarian,sofia,6,1
spanish,paris,25,0
portuguese,paris,26,1
greek,copenhagen,33,0
maltese,vilnius,3,0
dutch,copenhagen,14,1
maltese,amsterdam,20,1
hungarian,madrid,27,0
danish,amsterdam,2,0
luxembourgish,valletta,24,0
austrian,paris,6,0
polish,amsterdam,11,0
maltese,paris,12,0
dutch,rome,33,0
croatian,valletta,5,0
cypriot,paris,31,1
slovene,madrid,15,1
maltese,valletta,3,1
swedish,vilnius,43,1
danish,vilnius,10,0
german,sofia,27,0
spanish,sofia,11,1
german,rome,27,0
german,vienna,41,1
maltese,copenhagen,11,0
portuguese,valletta,4,0
hungarian,valletta,7,0
czech,madrid,38,1
danish,vienna,40,1
cypriot,paris,16,1
bulgarian,amsterdam,6,0
hungarian,rome,31,0
slovene,copenhagen,35,0
luxembourgish,paris,41,0
swedish,madrid,8,1
spanish,rome,21,1
austrian,paris,9,0
french,rome,17,0
danish,vienna,2,0
maltese,vienna,5,0
bulgarian,sofia,44,1
slovakian,madrid,16,1
bulgarian,copenhagen,41,0
italian,sofia,13,0
german,sofia,24,0
swedish,sofia,29,1
croatian,sofia,43,1
greek,copenhagen,39,1
german,rome,20,0
latvian,madrid,6,0
luxembourgish,amsterdam,2,0
italian,rome,14,1
luxembourgish,madrid,7,1
hungarian,rome,3,0
cypriot,valletta,30,0
french,vilnius,14,0
danish,paris,31,1
slovakian,rome,15,0
maltese,vienna,17,0
estonian,rome,25,0
french,amsterdam,41,1
romanian,rome,25,0
spanish,madrid,4,0
spanish,vienna,35,0
cypriot,copenhagen,29,1
greek,sofia,5,0
czech,valletta,5,0
greek,paris,24,0
portuguese,copenhagen,31,0
german,madrid,13,1
spanish,amsterdam,29,0
cypriot,rome,2,0
czech,rome,39,1
luxembourgish,valletta,19,0
spanish,madrid,34,0
cypriot,madrid,3,1
irish,amsterdam,8,0
italian,paris,19,1
romanian,rome,17,1
lithuanian,copenhagen,31,0
portuguese,vienna,38,0
irish,rome,24,1
french,madrid,16,1
lithuanian,vilnius,34,0
croatian,rome,23,0
austrian,vilnius,31,1
finnish,sofia,40,1
spanish,paris,27,1
german,madrid,30,1
irish,copenhagen,8,0
austrian,vienna,9,1
luxembourgish,copenhagen,7,0
latvian,vienna,39,0
finnish,madrid,6,0
latvian,paris,6,0
swedish,amsterdam,21,1
dutch,copenhagen,20,1
lithuanian,amsterdam,33,0
lithuanian,rome,43,1
italian,vienna,34,1
slovakian,vilnius,9,1
cypriot,copenhagen,38,0
czech,rome,33,0
estonian,madrid,25,0
danish,vienna,18,1
irish,valletta,39,1
dutch,rome,11,0
german,amsterdam,4,0
polish,rome,35,0
danish,vienna,36,1
irish,vienna,14,0
romanian,madrid,18,0
cypriot,valletta,30,1
dutch,copenhagen,23,0
latvian,madrid,17,0
italian,vilnius,43,1
austrian,vienna,8,0
luxembourgish,paris,39,0
latvian,valletta,43,1
danish,copenhagen,1,1
finnish,amsterdam,20,0
german,copenhagen,44,0
swedish,rome,31,1
german,vienna,5,0
finnish,rome,1,0
cypriot,vilnius,23,0
polish,rome,2,1
croatian,copenhagen,3,1
lithuanian,valletta,18,1
slovakian,vienna,5,1
latvian,amsterdam,1,1
polish,madrid,41,1
estonian,paris,22,1
spanish,rome,6,0
estonian,paris,14,0
swedish,valletta,25,1
german,copenhagen,4,1
hungarian,copenhagen,11,0
irish,sofia,37,0
cypriot,valletta,6,0
bulgarian,rome,18,0
slovakian,rome,28,0
croatian,rome,37,0
lithuanian,amsterdam,25,0
italian,sofia,16,1
swedish,amsterdam,7,0
slovene,sofia,0,0
romanian,paris,2,1
dutch,madrid,37,0
danish,paris,42,1
hungarian,madrid,2,0
german,rome,11,0
german,vienna,22,0
slovakian,valletta,32,0
french,sofia,3,1
greek,amsterdam,14,0
spanish,sofia,26,1
polish,rome,13,0
italian,copenhagen,36,1
romanian,copenhagen,38,0
austrian,vienna,1,0
portuguese,copenhagen,27,1
latvian,madrid,31,0
greek,copenhagen,13,1
irish,rome,35,1
austrian,copenhagen,19,0
slovene,amsterdam,44,0
slovene,vilnius,9,1
slovene,vienna,36,0
bulgarian,vilnius,2,0
irish,vienna,39,1
german,paris,41,0
hungarian,vienna,20,1
french,paris,2,0
swedish,vilnius,18,1
lithuanian,copenhagen,24,1
hungarian,vilnius,27,0
irish,sofia,26,0
hungarian,sofia,32,0
slovene,sofia,4,0
czech,paris,37,0
austrian,rome,6,1
danish,valletta,0,1
maltese,vienna,34,1
finnish,paris,8,0
french,valletta,26,1
estonian,valletta,43,0
italian,madrid,7,1
slovene,madrid,17,0
greek,amsterdam,13,1
austrian,amsterdam,10,1
finnish,madrid,9,0
german,vienna,32,1
greek,rome,5,0
estonian,madrid,29,1
bulgarian,valletta,28,1
czech,copenhagen,25,1
german,madrid,5,1
hungarian,amsterdam,5,1
swedish,copenhagen,24,0
croatian,sofia,15,0
french,sofia,32,0
swedish,vilnius,21,1
portuguese,copenhagen,11,0
finnish,vilnius,27,0
irish,copenhagen,16,1
bulgarian,amsterdam,38,1
french,vienna,25,1
slovakian,copenhagen,14,1
czech,valletta,15,1
hungarian,copenhagen,42,0
greek,madrid,18,1
romanian,vienna,2,0
spanish,madrid,11,1
dutch,madrid,27,0
slovakian,madrid,8,1
maltese,vilnius,7,1
french,vienna,6,1
czech,vienna,37,0
dutch,paris,31,0
estonian,amsterdam,44,1
spanish,copenhagen,25,0
romanian,amsterdam,28,0
estonian,vienna,12,1
latvian,sofia,25,0
dutch,valletta,44,1
slovene,valletta,12,0
cypriot,vilnius,14,0
bulgarian,vienna,18,0
polish,sofia,20,1
swedish,sofia,36,1
croatian,copenhagen,17,0
slovakian,valletta,40,1
dutch,paris,39,0
romanian,rome,34,0
german,copenhagen,30,1
lithuanian,sofia,44,1
bulgarian,copenhagen,1,1
portuguese,vienna,11,1
austrian,vienna,19,0
portuguese,sofia,2,0
croatian,copenhagen,42,0
austrian,vilnius,6,1
hungarian,vilnius,34,1
slovene,valletta,22,1
spanish,rome,29,0
estonian,vilnius,29,0
swedish,vienna,35,0
slovakian,madrid,1,1
slovene,rome,12,0
luxembourgish,madrid,35,0
slovakian,sofia,23,1
croatian,sofia,19,0
irish,sofia,4,1
greek,paris,33,1
luxembourgish,vienna,18,0
romanian,paris,18,1
finnish,madrid,19,0
spanish,copenhagen,25,1
lithuanian,valletta,30,1
finnish,madrid,1,1
finnish,rome,16,0
hungarian,valletta,19,1
dutch,paris,39,1
croatian,vienna,6,1
finnish,paris,6,0
german,copenhagen,21,0
bulgarian,vilnius,38,1
danish,valletta,4,0
croatian,sofia,11,1
greek,rome,25,1
irish,copenhagen,10,1
latvian,rome,22,0
irish,sofia,19,1
greek,amsterdam,37,0
romanian,valletta,35,1
maltese,amsterdam,29,0
polish,vienna,7,0
cypriot,vienna,17,0
dutch,amsterdam,24,0
czech,amsterdam,40,0
cypriot,copenhagen,31,0
dutch,rome,23,1
maltese,sofia,12,0
cypriot,amsterdam,21,1
dutch,amsterdam,30,1
polish,copenhagen,30,1
latvian,rome,41,1
latvian,vilnius,13,1
austrian,rome,24,1
italian,rome,1,1
french,madrid,6,0
czech,paris,17,1
french,paris,12,0
austrian,sofia,10,0
luxembourgish,rome,18,0
luxembourgish,madrid,31,0
slovene,madrid,0,0
german,paris,29,0
maltese,vilnius,22,1
portuguese,paris,10,1
finnish,paris,43,1
german,valletta,22,0
czech,rome,32,1
lithuanian,madrid,36,0
danish,amsterdam,40,1
french,madrid,20,1
bulgarian,valletta,40,0
austrian,vienna,10,1
swedish,paris,39,0
cypriot,vilnius,17,0
cypriot,valletta,16,0
latvian,sofia,18,1
italian,vienna,8,0
dutch,rome,18,0
italian,sofia,26,0
portuguese,sofia,37,0
italian,vilnius,9,0
polish,valletta,12,0
croatian,madrid,8,1
greek,vilnius,21,1
austrian,vienna,5,0
croatian,sofia,33,1
spanish,amsterdam,38,0
slovakian,sofia,19,1
cypriot,valletta,8,1
latvian,rome,42,1
greek,vienna,24,0
cypriot,paris,2,1
portuguese,amsterdam,32,1
slovakian,amsterdam,5,0
maltese,sofia,17,1
cypriot,paris,9,1
danish,vilnius,11,1
italian,copenhagen,17,0
finnish,vienna,28,1
danish,rome,8,0
hungarian,madrid,33,1
czech,copenhagen,29,1
dutch,sofia,22,0
maltese,copenhagen,4,0
slovakian,paris,4,0
croatian,madrid,44,0
bulgarian,amsterdam,31,0
greek,sofia,39,0
cypriot,copenhagen,44,0
dutch,madrid,28,1
french,vienna,21,1
slovakian,amsterdam,19,0
cypriot,sofia,22,1
spanish,vilnius,25,0
lithuanian,madrid,13,1
french,vienna,0,1
portuguese,vilnius,26,1
french,copenhagen,17,0
latvian,vienna,43,1
danish,amsterdam,7,0
german,paris,1,0
greek,paris,1,0
greek,madrid,14,1
hungarian,paris,25,1
austrian,vilnius,0,0
czech,valletta,44,0
danish,rome,6,1
croatian,vilnius,27,0
slovakian,amsterdam,29,0
latvian,madrid,36,1
greek,sofia,12,0
czech,sofia,7,0
polish,sofia,35,0
irish,vienna,25,0
greek,copenhagen,24,0
slovene,paris,40,0
slovakian,valletta,5,1
german,sofia,7,1
dutch,valletta,28,0
french,madrid,28,0
irish,vienna,39,0
swedish,sofia,20,0
estonian,vienna,22,0
bulgarian,vilnius,36,1
slovene,vienna,6,1
italian,madrid,3,0
estonian,rome,12,1
dutch,sofia,37,1
czech,vienna,19,0
irish,madrid,34,0
french,rome,7,1
cypriot,valletta,24,1
czech,vilnius,7,1
german,rome,44,1
slovakian,sofia,44,0
slovakian,copenhagen,38,0
bulgarian,madrid,3,1
slovakian,madrid,18,1
spanish,vienna,34,1
swedish,paris,33,1
lithuanian,vienna,10,1
french,vienna,39,1
cypriot,copenhagen,5,1
polish,amsterdam,36,0
hungarian,copenhagen,13,0
maltese,paris,14,0
austrian,rome,40,0
french,amsterdam,35,0
luxembourgish,paris,6,0
greek,rome,36,1
lithuanian,sofia,20,1
spanish,paris,5,1
austrian,valletta,1,0
dutch,sofia,17,1
romanian,valletta,19,0
dutch,vienna,20,0
greek,madrid,8,0
irish,rome,12,0
german,rome,7,0
croatian,valletta,5,1
irish,vilnius,35,0
french,rome,13,0
slovakian,copenhagen,30,0
polish,vilnius,3,0
maltese,amsterdam,16,1
czech,sofia,11,0
maltese,vilnius,6,1
slovakian,vilnius,23,1
maltese,copenhagen,1,0
estonian,madrid,27,0
maltese,valletta,39,0
portuguese,vilnius,6,1
greek,paris,39,1
slovakian,sofia,19,0
italian,rome,11,0
czech,valletta,9,1
portuguese,vilnius,41,1
french,vilnius,13,0
portuguese,valletta,7,1
hungarian,paris,29,0
slovene,copenhagen,32,1
luxembourgish,rome,24,0
romanian,valletta,12,0
finnish,vilnius,37,0
portuguese,vilnius,28,1
danish,rome,44,1
french,copenhagen,0,0
luxembourgish,vilnius,32,0
luxembourgish,valletta,21,0
estonian,valletta,25,0
hungarian,amsterdam,8,1
maltese,copenhagen,14,1
french,sofia,9,0
finnish,sofia,14,0
polish,madrid,17,1
italian,paris,28,1
estonian,rome,40,0
romanian,vilnius,16,1
romanian,copenhagen,21,0
danish,sofia,44,1
austrian,vienna,14,0
italian,madrid,21,1
italian,sofia,39,1
cypriot,copenhagen,41,0
croatian,copenhagen,10,0
finnish,valletta,28,0
greek,vilnius,0,0
swedish,paris,23,0
romanian,sofia,11,0
polish,copenhagen,26,1
dutch,rome,36,0
croatian,vilnius,34,1
portuguese,rome,1,1
croatian,copenhagen,9,0
finnish,sofia,33,1
swedish,amsterdam,8,0
croatian,madrid,7,0
hungarian,paris,17,0
dutch,rome,20,0
german,paris,7,0
portuguese,paris,17,0
maltese,vienna,19,0
dutch,sofia,44,0
dutch,vienna,8,1
hungarian,copenhagen,43,1
czech,vienna,14,1
danish,rome,19,0
bulgarian,copenhagen,25,1
italian,vienna,21,1
italian,amsterdam,39,0
hungarian,amsterdam,37,1
greek,vienna,40,0
portuguese,rome,14,1
bulgarian,sofia,17,0
croatian,sofia,31,0
austrian,rome,41,0
croatian,vilnius,43,0
polish,valletta,38,1
spanish,vilnius,37,1
italian,vienna,23,0
slovene,vilnius,13,0
austrian,vilnius,14,0
portuguese,vienna,10,1
maltese,amsterdam,1,1
cypriot,amsterdam,38,1
italian,paris,12,1
german,copenhagen,38,0
romanian,paris,16,0
bulgarian,copenhagen,1,0
czech,copenhagen,14,1
croatian,amsterdam,9,0
polish,amsterdam,30,0
slovene,vienna,16,0
swedish,sofia,39,1
portuguese,valletta,20,0
czech,madrid,27,0
italian,sofia,1,1
finnish,madrid,5,0
croatian,vienna,29,0
portuguese,copenhagen,23,1
french,amsterdam,33,0
portuguese,rome,32,0
austrian,vilnius,21,1
finnish,vilnius,33,1
maltese,rome,7,1
polish,paris,29,0
greek,rome,3,1
romanian,paris,30,0
hungarian,vilnius,44,1
croatian,madrid,37,1
spanish,sofia,36,1
swedish,valletta,12,1
latvian,copenhagen,38,1
estonian,madrid,27,1
danish,copenhagen,5,1
polish,amsterdam,28,0
spanish,rome,13,0
czech,paris,14,1
luxembourgish,amsterdam,24,1
portuguese,vilnius,23,0
austrian,amsterdam,30,1
french,madrid,1,1
spanish,paris,33,0
irish,sofia,16,1
latvian,vilnius,16,1
croatian,copenhagen,25,0
austrian,madrid,18,0
austrian,madrid,36,0
irish,amsterdam,34,0
estonian,paris,34,0
austrian,copenhagen,7,0
latvian,paris,12,0
lithuanian,rome,18,0
french,madrid,15,1
slovene,vienna,25,0
italian,copenhagen,20,0
polish,vienna,39,1
portuguese,copenhagen,12,0
danish,paris,21,1
polish,copenhagen,13,1
danish,copenhagen,31,0
maltese,vienna,40,0
latvian,rome,10,1
romanian,sofia,40,1
polish,paris,24,1
greek,vilnius,16,0
hungarian,amsterdam,16,1
bulgarian,amsterdam,20,0
swedish,sofia,21,1
french,rome,33,0
danish,madrid,36,0
latvian,madrid,33,1
cypriot,amsterdam,28,1
slovakian,sofia,3,0
italian,madrid,43,0
latvian,paris,21,1
luxembourgish,madrid,0,0
czech,rome,13,1
dutch,valletta,39,0
lithuanian,rome,18,1
greek,copenhagen,26,0
slovakian,vilnius,0,1
polish,rome,15,1
irish,rome,7,0
romanian,vilnius,23,0
croatian,vienna,8,0
hungarian,vienna,31,1
luxembourgish,vilnius,14,1
italian,paris,44,1
polish,amsterdam,38,1
swedish,paris,3,0
polish,rome,21,0
austrian,vilnius,10,0
czech,valletta,2,1
greek,copenhagen,3,0
slovene,vilnius,14,0
polish,amsterdam,39,1
slovene,copenhagen,40,1
swedish,copenhagen,28,1
croatian,sofia,23,0
hungarian,sofia,9,0
latvian,sofia,38,0
greek,vilnius,4,0
german,valletta,36,0
bulgarian,copenhagen,7,0
polish,amsterdam,12,1
cypriot,vienna,19,1
bulgarian,amsterdam,21,1
slovene,sofia,42,1
luxembourgish,copenhagen,26,1
maltese,copenhagen,32,0
czech,rome,9,0
luxembourgish,vienna,7,1
greek,sofia,26,1
czech,madrid,5,0
portuguese,amsterdam,18,0
hungarian,sofia,17,1
luxembourgish,amsterdam,16,1
maltese,paris,17,0
cypriot,vienna,5,0
czech,rome,40,0
finnish,amsterdam,22,1
italian,vienna,12,0
czech,amsterdam,24,0
portuguese,copenhagen,1,0
dutch,madrid,16,1
romanian,valletta,11,0
greek,copenhagen,31,0
latvian,paris,29,0
polish,copenhagen,44,0
spanish,valletta,11,0
spanish,paris,9,1
croatian,amsterdam,18,0
dutch,paris,20,0
latvian,sofia,27,0
dutch,paris,35,0
spanish,valletta,15,1
cypriot,valletta,39,1
latvian,madrid,24,0
dutch,copenhagen,5,1
danish,vilnius,33,0
estonian,rome,29,0
greek,vilnius,20,0
bulgarian,vilnius,16,1
cypriot,valletta,11,1
latvian,sofia,37,1
slovene,copenhagen,44,0
slovakian,madrid,34,1
maltese,vienna,15,0
polish,vilnius,8,0
dutch,copenhagen,36,1
danish,amsterdam,4,0
hungarian,madrid,13,1
romanian,sofia,9,1
croatian,valletta,9,0
austrian,rome,30,1
cypriot,rome,37,1
romanian,valletta,20,1
lithuanian,madrid,15,0
german,copenhagen,15,1
portuguese,rome,38,0
luxembourgish,madrid,11,1
bulgarian,vienna,4,1
portuguese,madrid,37,1
greek,amsterdam,39,0
italian,valletta,35,0
estonian,madrid,10,1
finnish,vilnius,16,0
lithuanian,paris,19,0
dutch,paris,18,1
dutch,sofia,39,1
polish,rome,22,1
maltese,paris,37,1
maltese,rome,23,0
danish,valletta,9,0
cypriot,amsterdam,7,1
portuguese,madrid,29,1
bulgarian,vienna,39,1
cypriot,valletta,9,1
luxembourgish,madrid,28,0
greek,valletta,19,1
irish,vilnius,10,1
swedish,vilnius,6,1
slovakian,madrid,42,0
slovakian,rome,6,0
french,paris,38,1
danish,amsterdam,37,0
estonian,vienna,3,0
hungarian,amsterdam,33,1
greek,madrid,13,0
spanish,vilnius,39,1
slovene,madrid,9,0
greek,paris,42,1
danish,vienna,27,1
slovakian,paris,17,0
portuguese,rome,16,1
greek,vienna,26,1
croatian,amsterdam,18,1
hungarian,vilnius,6,0
irish,valletta,16,0
estonian,valletta,0,1
luxembourgish,paris,19,1
finnish,sofia,44,0
greek,amsterdam,5,1
german,valletta,31,0
greek,madrid,3,0
french,copenhagen,30,1
luxembourgish,copenhagen,35,1
austrian,amsterdam,41,0
finnish,valletta,30,0
croatian,amsterdam,2,0
spanish,madrid,14,1
german,vilnius,37,0
lithuanian,valletta,9,0
danish,amsterdam,12,0
austrian,amsterdam,14,0
finnish,vienna,13,0
lithuanian,rome,16,1
slovakian,amsterdam,16,0
croatian,rome,31,0
slovakian,vilnius,21,0
finnish,vilnius,38,1
slovakian,rome,27,0
czech,copenhagen,24,1
polish,copenhagen,24,1
romanian,sofia,7,1
swedish,madrid,21,1
croatian,rome,6,0
estonian,copenhagen,11,0
spanish,paris,5,0
polish,sofia,15,1
maltese,sofia,16,0
lithuanian,vilnius,4,0
slovakian,vilnius,1,1
swedish,sofia,40,0
irish,paris,3,0
latvian,amsterdam,25,0
slovene,vilnius,42,0
maltese,valletta,4,0
austrian,amsterdam,17,1
maltese,valletta,20,1
slovakian,paris,3,1
danish,amsterdam,8,0
finnish,paris,20,1
czech,copenhagen,30,0
polish,vienna,32,0
swedish,madrid,31,0
greek,paris,13,1
bulgarian,rome,5,0
estonian,paris,1,1
italian,rome,16,1
czech,paris,13,1
estonian,rome,26,0
french,amsterdam,8,1
danish,amsterdam,18,0
irish,vienna,8,0
romanian,vilnius,22,1
greek,madrid,4,1
czech,rome,31,0
greek,paris,31,0
french,paris,41,0
swedish,rome,5,0
swedish,valletta,3,1
romanian,vienna,7,0
german,sofia,44,1
croatian,vienna,41,0
cypriot,rome,13,0
czech,valletta,15,0
greek,vienna,21,0
finnish,sofia,9,0
polish,vienna,12,1
german,paris,41,1
czech,copenhagen,33,1
dutch,rome,16,1
polish,copenhagen,2,1
maltese,madrid,44,1
cypriot,valletta,13,1
german,vienna,18,0
maltese,valletta,7,0
lithuanian,vilnius,27,0
danish,paris,0,1
czech,vienna,33,0
polish,madrid,38,0
italian,copenhagen,24,0
czech,vienna,33,1
austrian,copenhagen,31,1
estonian,sofia,40,0
latvian,copenhagen,9,1
slovakian,vienna,35,0
croatian,vienna,31,1
german,vienna,24,0
finnish,valletta,5,1
bulgarian,valletta,14,0
czech,madrid,16,0
bulgarian,amsterdam,9,1
